x,y
251.5576448005744,-1077.0119550601044
226.80192434131732,-987.2840964560684
222.58734303715335,-986.1926154254354
215.88352916156458,-987.6817816669233
208.0056029261266,-985.2830401216386
201.7912125552037,-988.615853876267
192.65471953781574,-991.4555759285464
191.04155550892776,-1026.3718254456955
199.0522278526734,-1089.9734907725451
195.97789712904984,-1092.5624301781916
185.561373075192,-1104.5211527274837
180.90492565013028,-1114.412135556465
176.61477991797528,-1113.0751185407591
278.9688623575877,-1855.1421438355912
254.8168510283257,-1852.5572521333875
248.72920546105087,-1830.175615166674
243.6404476072741,-1854.0602288733037
135.18128119464677,-1123.8994711336836
131.88064925630778,-1126.3052403108736
126.917777070255,-1121.843517547588
121.09965423160514,-1130.532562001195
106.32014641469384,-1125.9915747759208
102.63493855097353,-1115.2874380125681
97.5669199519185,-1140.835525451016
89.99928545301525,-1136.4418720805506
85.32266356338295,-1150.8414500192673
81.68003908849131,-1152.1082289500855
79.60009913481679,-1139.222464761702
71.56334850943146,-1153.782772947368
49.298481722966145,-1156.9501543713154
42.974097981198184,-1143.192558978015
39.10380964621821,-1152.3367095042804
34.28930981540626,-1132.4810123054529
25.053642181279706,-1145.7261082010186
11.807600621840816,-1153.9395913857688
8.095896308794014,-1141.9713028193648
0.14574959260065168,-1144.9999907236052
-8.469479312776201,-1152.9688928675268
-38.23481138149386,-1149.364215207095
-44.247330780352215,-1148.1477142418628
-51.920126918476754,-1161.8404797650878
-58.6685145024295,-1154.5102881334917
-69.0019018750306,-1157.9459130450043
-75.65004326996375,-1149.5134061650838
-92.62451392431893,-1147.2670567135988
-102.00569780012613,-1125.386528094374
-112.5123861680982,-1121.3696816655786
-117.21680163895752,-1105.8047844956782
-116.31305800471154,-1068.689043893308
-118.26926372433037,-1053.3814035087694
-121.05811008993476,-1050.0447295146303
-126.18917831730779,-1053.4691695895056
-128.66416890829979,-1052.162312402006
-139.33000511536346,-1053.82927918831
-159.20533343192815,-1053.033077261502
-171.89156223441645,-1051.0367694960114
-182.14624884443498,-1067.5728284439901
-212.03097006836023,-1178.0712490048597
-224.17468074514036,-1179.8926699123165
-246.75812390700023,-1172.3115747470454
-269.27024901642955,-1187.8625901149637
-282.48245577833103,-1196.0955907357252
-299.0948892064197,-1202.3573708555205
-301.6858817904083,-1202.7408817897328
-305.4822780881204,-1210.0349489887026
-319.7033779078713,-1205.321015395607
-353.1229887862919,-1203.253985985767
-368.1737306780862,-1202.918161820903
-376.7699029294305,-1209.6831982988551
-392.97534197185774,-1213.979563502657
-37.98630974885991,-111.71857621570224
-40.26324667894674,-115.16453866911587
-39.40114057099559,-113.34703402253032
-39.66397124255359,-112.19522888817458
-39.585791140696074,-111.16188708260214
-39.11948756608034,-110.26633979854091
-38.76302741036183,-110.39215418671536
-38.339642200247546,-110.53991060226618
-35.823897224126064,-111.38064637842272
-33.382109281093285,-113.1796570941313
-33.49806474553717,-115.22968219301744
-349.7780183382009,-1226.0833323585314
-329.3828784612263,-1224.4716899040977
-317.71114377492717,-1222.386448354704
-306.93816058014977,-1223.0739820549181
-301.9614194329607,-1215.0404524846206
-296.13416494039905,-1208.2386173082916
-291.96311247848405,-1214.3963689635589
-283.4609331326949,-1205.1115713441397
-278.2142053911543,-1210.4382908345922
-272.0803710340757,-1200.5554013447108
-266.7420876769754,-1198.6795479450413
-262.437014565467,-1211.9103982497902
-245.1669008884501,-1209.400343438331
-239.85609002966288,-1207.4063342867148
-232.94715141315933,-1196.5352584226237
-226.16563596243182,-1182.567167271994
-223.999340927582,-1198.2425861502372
-218.1631121391913,-1196.2695584615294
-210.67950723663495,-1181.3611409008377
-206.48114136458094,-1188.192551003742
-191.47323428507926,-1179.5605116111726
-182.54571834597877,-1167.8189331885105
-161.53467401755833,-1061.7827221659059
-151.91929252739192,-1059.160294081107
-145.74446090343753,-1056.9993150972077
-135.08043079072107,-1059.4230869758283
-133.28390122470185,-1054.6110191318521
-128.80489833252602,-1055.1674266037346
-124.90167823475916,-1078.7935719006398
-114.17567759831152,-1088.025695765025
-111.84556268971895,-1109.3762076530306
-103.80464094085669,-1123.2135133264467
-93.98267054444653,-1123.074466648287
-85.74730965240633,-1147.8015503070965
-76.87275012498176,-1148.430050237376
-66.66727433927146,-1153.0743577637013
-53.76838960417484,-1160.7553404052785
-37.04270768189703,-1159.408399921095
-26.19512024529498,-1160.7044480294433
-24.92639593245722,-1156.7314618293299
-19.12422291009431,-1138.8394373651122
-11.2648222474136,-1136.9441955433583
-2.5633233565997955,-1131.9970977760365
6.071083164425287,-1145.9839187131774
11.956595022611047,-1131.9368532897342
16.156462915473753,-1129.8844935240331
21.604400439130714,-1133.7941832103681
33.48473871213991,-1141.508989133848
40.717747224739426,-1140.273241403543
47.648538601214256,-1139.0037825965146
55.161315964969965,-1147.6751409789326
63.53999686283364,-1147.2417656268756
72.6936517071213,-1146.698143803104
83.03003589301932,-1128.9508462017309
83.38830070481305,-1111.8774173916672
86.91684946454389,-1120.6344012563409
94.61178861273405,-1121.0145447118425
108.41026337171338,-1125.792260941456
119.24526065726768,-1127.7129811307398
204.84675702059621,-1848.6854264958506
220.08711296050708,-1833.8404136425581
239.74462744633126,-1852.5513524894848
153.01321811744702,-1112.5268334208135
163.31119240751255,-1113.0833097456975
171.87185323919905,-1112.8054933653605
176.82308062020326,-1098.8642309948855
182.18558901126934,-1086.8359633158157
174.08677922023125,-998.944339440755
180.9764649371483,-991.6206528400128
187.80994083423144,-991.3669482708422
193.67498661174483,-989.2188835444562
199.9468915317401,-990.0107275008663
205.86744436531308,-994.9244169033619
229.526136173215,-1086.0100150612768
236.97556170831191,-1090.5496701906934
244.89477632946662,-1099.0461994504783
254.86870163804497,-1112.17037585315
436.80004963878747,-1798.7236354247289
448.2942422029729,-1787.6468533823065
465.058736161984,-1793.6915487116
477.842682183201,-1790.3282858414443
490.3364248435439,-1785.90990547442
501.0454837980539,-1789.1666840083888
316.8199421324038,-1099.2548040682925
526.371989718785,-1796.4733586779091
537.1377679506478,-1796.4153245396778
552.8942339194039,-1799.9991572494348
342.8820446185643,-1084.0668353372835
350.0037285743237,-1074.4288668795489
360.9992234123619,-1083.4406124452194
365.8719125168192,-1081.8048546902003
371.2907394948879,-1079.957030055057
377.5972973927298,-1073.5288915542546
381.85201786853696,-1073.0843566326585
383.792075435224,-1071.3298478214463
396.59337773937875,-1073.0562393151956
410.8711606841488,-1065.5275169220456
420.0187727183059,-1066.255237062969
426.992384203402,-1064.5593002892297
437.75533520969014,-1073.1501602736926
443.3582365245174,-1060.016261245963
455.88619182357405,-1064.4866274897959
465.57909186241716,-1061.3751029775322
472.6396308468918,-1057.1545673897049
488.62095963117025,-1053.1716658784144
505.38454936990473,-1043.0088481207522
512.277261502604,-1044.0981789790617
520.1688599239902,-1042.424748922135
518.4322237994774,-1033.2299014867547
518.8320660164961,-1013.9695692046454
522.7034854107553,-989.4150121862151
520.006122884531,-964.7847594995467
515.3367815597387,-937.7249071938156
523.096584990993,-939.1458687396547
526.5351665265898,-938.3691802328209
540.9117694127648,-938.2448815265404
554.0009533542197,-938.713451316543
625.6988269188323,-1030.9883500759827
641.7883824769503,-1018.6872297803775
654.5760275951244,-1018.8479887096931
667.7262741397479,-1022.2439155228317
685.4524654710792,-1021.3006009885723
696.4356767343284,-1016.2683445683025
708.5470552109704,-1018.8434965939872
724.1387323252668,-1021.3359370678953
740.7866812424877,-1022.938948761724
751.5669548827926,-1026.2217656667617
758.8020123301051,-1027.1068620566132
768.8840989334541,-1030.831335576917
776.1394370727697,-1025.3797219666303
784.305767701239,-1026.7075838575315
793.8259332686875,-1025.6945879110883
794.987649953299,-1015.9205856865639
807.8806410658123,-1015.9394026176425
817.5649552342505,-1010.7361396392325
827.4459259017423,-1010.4302250569351
839.8352145344375,-1002.7665792336197
849.5560011685142,-999.7992802950818
860.1605090313166,-998.6230012887679
857.0234263937389,-985.4678313432335
849.9711916966597,-963.729201220841
846.7774669475598,-954.5385908751275
842.9225844024769,-939.2153729066882
843.6055515670822,-923.7589909522934
839.7002562782823,-911.0567927446604
848.4631909054235,-905.6440877511357
860.5900335287988,-896.9023325819268
878.2153121245616,-885.2947901970049
906.1010529792616,-891.3034734532753
1030.4661748813496,-988.5967137439816
1046.4001761741686,-992.1747181331868
1069.0689774964285,-988.4470250624163
1081.465330547815,-980.8326762619123
1101.977959215005,-990.9432765826369
1125.5648611255585,-997.5568872998682
1127.865787680255,-991.9288104397402
1145.397522893458,-994.6625128904426
1152.4613220936694,-997.2005320285944
1171.9875044852186,-1000.5629861885308
1177.6254645538177,-987.7080870552822
1189.9937576408252,-980.652260883474
1208.48453120288,-975.3840975960986
1223.8062838442318,-965.8049387031377
1249.9274539804194,-968.112782575474
1275.709547420701,-964.036384489543
1288.8418676767728,-954.8312102793078
1278.1807851952556,-933.885903286713
1274.891382470581,-912.839505555194
1273.1890564244263,-891.0138195342871
1273.3643534448445,-874.9675556133458
1295.3290326571698,-883.5987195302182
1357.1150426815018,-906.4561549945953
1361.636486920073,-888.7193468626429
1472.2068448706004,-946.1009491149196
1508.862149801061,-944.3172204814023
1546.9371892892382,-958.8458334862344
1586.029751684714,-956.2497721677765
1618.1876970726782,-945.1690732575956
1655.294169721273,-952.9434462163858
1709.2310852747391,-951.0336992612495
1703.7487606718075,-927.814723158282
1674.8713556052464,-913.9310379744436
1675.8102083972124,-920.5455694487329
